"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"5919","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5920","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5921","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5922","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5923","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5924","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5925","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5926","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5927","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5928","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5929","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Remera","12/1/2016"
"5930","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5931","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5932","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5933","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5934","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5935","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5936","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5937","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5938","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5939","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5940","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5941","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5942","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5943","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukira","12/1/2016"
"5944","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5945","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5946","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5947","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5948","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5949","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5950","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5951","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5952","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5953","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5954","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5955","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5956","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5957","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/1/2016"
"5958","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5959","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5960","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5961","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5962","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5963","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5964","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5965","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5966","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5967","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5968","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5969","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5970","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5971","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/1/2016"
"5972","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5973","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5974","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5975","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5976","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5977","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5978","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5979","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5980","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5981","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5982","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5983","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5984","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5985","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Sake","12/1/2016"
"5986","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5987","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5988","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5989","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5990","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5991","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5992","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5993","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5994","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5995","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5996","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5997","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5998","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"5999","WASH-Specific","Community-Based Environmental Health Promotion Program","Catholic Relief Services","N/A","N/A","Eastern Province","Ngoma","Zaza","12/1/2016"
"6000","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Bwira","12/5/2016"
"6001","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Bwira","12/5/2016"
"6002","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Bwira","12/5/2016"
"6003","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Gatumba","12/5/2016"
"6004","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Gatumba","12/5/2016"
"6005","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Gatumba","12/5/2016"
"6006","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6007","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6008","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6009","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6010","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6011","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6012","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6013","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6014","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6015","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6016","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6017","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6018","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6019","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6020","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6021","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6022","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6023","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6024","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6025","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6026","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Hindiro","12/5/2016"
"6027","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kabaya","12/5/2016"
"6028","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kabaya","12/5/2016"
"6029","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kabaya","12/5/2016"
"6030","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6031","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6032","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6033","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6034","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6035","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6036","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6037","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6038","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6039","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6040","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6041","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6042","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6043","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6044","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kageyo","12/5/2016"
"6045","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6046","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6047","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6048","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6049","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6050","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6051","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6052","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6053","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6054","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6055","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6056","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6057","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6058","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6059","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Kavumu","12/5/2016"
"6060","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6061","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6062","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6063","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6064","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6065","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6066","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6067","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6068","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6069","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6070","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6071","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6072","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6073","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6074","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6075","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6076","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6077","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6078","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6079","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6080","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6081","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6082","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Matyazo","12/5/2016"
"6083","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Muhanda","12/5/2016"
"6084","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Muhanda","12/5/2016"
"6085","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Muhanda","12/5/2016"
"6086","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6087","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6088","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6089","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6090","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6091","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6092","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6093","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6094","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6095","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6096","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6097","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6098","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6099","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6100","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Ndaro","12/5/2016"
"6101","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Sovu","12/5/2016"
"6102","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Sovu","12/5/2016"
"6103","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Ngororero","Sovu","12/5/2016"
"6104","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Bushekeri","12/5/2016"
"6105","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Bushenge","12/5/2016"
"6106","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Cyato","12/5/2016"
"6107","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Gihombo","12/5/2016"
"6108","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Kagano","12/5/2016"
"6109","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Kanjongo","12/5/2016"
"6110","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Karambi","12/5/2016"
"6111","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Karengera","12/5/2016"
"6112","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Kirimbi","12/5/2016"
"6113","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Macuba","12/5/2016"
"6114","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Mahembe","12/5/2016"
"6115","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Nyabitekeri","12/5/2016"
"6116","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Rangiro","12/5/2016"
"6117","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Ruharambuga","12/5/2016"
"6118","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Western Province","Nyamasheke","Shangi","12/5/2016"
"6119","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Gashanda","12/5/2016"
"6120","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Jarama","12/5/2016"
"6121","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Karembo","12/5/2016"
"6122","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Kazo","12/5/2016"
"6123","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Kibungo","12/5/2016"
"6124","WASH-Specific","Sanitation Marketing","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Mugesera","12/5/2016"
