,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
503,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
504,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
505,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
506,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
507,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
508,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Bugesera,29,5,Eastern Province,57,28,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
509,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
510,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
511,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
512,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
513,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
514,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
515,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
516,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
517,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
518,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
519,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
520,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
521,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
522,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
523,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
524,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
525,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
526,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
527,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Bugesera,29,5,Eastern Province,57,28,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
528,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kayonza,26,5,Eastern Province,54,25,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
529,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kayonza,26,5,Eastern Province,54,25,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
530,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kayonza,26,5,Eastern Province,54,25,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
531,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
532,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
533,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
534,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
535,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
536,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
537,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
538,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
539,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Kayonza,26,5,Eastern Province,54,25,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
540,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Bugesera,29,5,Eastern Province,57,28,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
541,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Kayonza,26,5,Eastern Province,54,25,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
542,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Kayonza,26,5,Eastern Province,54,25,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
543,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Kayonza,26,5,Eastern Province,54,25,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
544,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Kayonza,26,5,Eastern Province,54,25,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
545,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gatsibo,25,5,Eastern Province,53,24,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
546,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gatsibo,25,5,Eastern Province,53,24,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
547,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Ngoma,28,5,Eastern Province,56,27,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
548,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
549,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
550,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
551,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
552,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
553,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
554,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
555,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Gatsibo,25,5,Eastern Province,53,24,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
556,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
557,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
558,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
559,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
560,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
561,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Ngoma,28,5,Eastern Province,56,27,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
562,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
563,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
564,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
565,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
566,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
567,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
568,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
569,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
570,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
571,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
572,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
573,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
574,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Ngoma,28,5,Eastern Province,56,27,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
575,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
576,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
577,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
578,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
579,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
580,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
581,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
582,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Rwamagana,23,5,Eastern Province,51,22,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
583,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Gatsibo,25,5,Eastern Province,53,24,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
584,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Rwamagana,23,5,Eastern Province,51,22,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
585,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Rwamagana,23,5,Eastern Province,51,22,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
586,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Rwamagana,23,5,Eastern Province,51,22,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
587,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Rwamagana,23,5,Eastern Province,51,22,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
588,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
589,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Kayonza,26,5,Eastern Province,54,25,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
590,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Rwamagana,23,5,Eastern Province,51,22,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
591,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
592,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
593,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
594,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
595,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
596,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
597,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
598,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Kayonza,26,5,Eastern Province,54,25,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
599,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
600,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
601,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
602,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
603,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Rwamagana,23,5,Eastern Province,51,22,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
